hour_index,hour_of_day,solar_kwh_per_mw,wind_kwh_per_wtg
2425,1,0.0,988.9217220010732
2426,2,0.0,798.1750090716016
2427,3,0.0,936.4630786050832
2428,4,0.0,727.8986022093611
2429,5,0.0,329.2929974087965
2430,6,11.84,367.0725161895221
2431,7,296.53,798.6022250991559
2432,8,636.28,462.6614142936468
2433,9,901.07,423.5881265925222
2434,10,1053.84,168.607127331054
2435,11,1044.75,220.6971725298124
2436,12,1037.85,373.1910354025312
2437,13,1033.49,448.2082247396624
2438,14,1031.67,775.07003047958
2439,15,831.76,575.7023725971217
2440,16,546.05,390.60516464544514
2441,17,201.74,541.5813807380767
2442,18,0.0,569.2148432169865
2443,19,0.0,817.0631227306667
2444,20,0.0,440.8925173673919
2445,21,0.0,0.0
2446,22,0.0,0.0
2447,23,0.0,291.4716214176895
2448,0,0.0,490.2462057220137
2449,1,0.0,729.3420292107568
2450,2,0.0,1167.5512751473857
2451,3,0.0,2224.2615389034827
2452,4,0.0,1429.1456251200518
2453,5,0.0,2447.302207171741
2454,6,12.89,1467.4394331577266
2455,7,294.5,580.8942581591875
2456,8,623.37,0.0
2457,9,879.92,0.0
2458,10,1056.26,0.0
2459,11,1047.0,0.0
2460,12,1040.25,293.7401406338127
2461,13,1035.93,262.0544556461905
2462,14,998.62,106.62770890379232
2463,15,794.28,376.1319222095647
2464,16,511.65,316.4136158836475
2465,17,187.09,935.686243272766
2466,18,0.0,1001.4562723847688
2467,19,0.0,958.6741970851664
2468,20,0.0,188.28259214624816
2469,21,0.0,648.1739728304966
2470,22,0.0,534.8401949094356
2471,23,0.0,448.6707686594528
2472,0,0.0,1553.309399410969
2473,1,0.0,2263.886499456586
2474,2,0.0,2290.8534860236623
2475,3,0.0,345.1792040554963
2476,4,0.0,140.93351097690322
2477,5,0.0,944.6571532035322
2478,6,12.36,935.1115720990332
2479,7,249.07,549.8845773984883
2480,8,560.54,152.00036295755032
2481,9,769.92,388.19657826325465
2482,10,892.38,59.81556949025438
2483,11,930.74,0.0
2484,12,1042.46,216.5896641709068
2485,13,1005.72,18.69475619379629
2486,14,936.65,132.42108951550506
2487,15,757.11,0.0
2488,16,460.97,0.0
2489,17,176.33,0.0
2490,18,0.0,585.6563207825819
2491,19,0.0,1315.2080394719849
2492,20,0.0,182.044987754588
2493,21,0.0,709.8363651864771
2494,22,0.0,1230.7719588155371
2495,23,0.0,269.3839362821305
2496,0,0.0,104.58073042006583
2497,1,0.0,454.7325787627072
2498,2,0.0,33.96513959136666
2499,3,0.0,0.0
2500,4,0.0,0.0
2501,5,0.0,0.0
2502,6,14.42,208.81227738612768
2503,7,295.06,155.78775042501223
2504,8,636.69,370.2909326657718
2505,9,910.54,1017.7621320191852
2506,10,1069.57,176.1599562510239
2507,11,1060.37,284.8944247867143
2508,12,1053.6,526.7946742766956
2509,13,1049.28,795.3207367615388
2510,14,1042.25,720.410018660441
2511,15,836.98,398.0254490715319
2512,16,539.83,662.0020706120946
2513,17,199.26,952.6750293374364
2514,18,0.0,836.9997287968955
2515,19,0.0,2635.682288451261
2516,20,0.0,2511.436885368394
2517,21,0.0,2174.710084815878
2518,22,0.0,2159.275779017118
2519,23,0.0,1669.138064962194
2520,0,0.0,962.2291328130746
2521,1,0.0,1160.2703023427744
2522,2,0.0,1049.6204582716882
2523,3,0.0,604.4626582677932
2524,4,0.0,1521.3619658089845
2525,5,0.0,385.1266840780947
2526,6,15.69,209.51909172532288
2527,7,286.43,60.61634463991837
2528,8,615.54,435.1299241556745
2529,9,886.8,143.17464143926566
2530,10,1056.22,138.08162150750238
2531,11,1046.45,378.68715908269314
2532,12,1039.03,318.10972431481866
2533,13,1034.21,162.02053382966432
2534,14,1001.9,357.4318313903318
2535,15,793.88,390.6646756101112
2536,16,500.54,12.130260885422404
2537,17,183.61,419.0991407563782
2538,18,0.0,866.2886666656851
2539,19,0.0,1198.1718582867654
2540,20,0.0,2514.452729413204
2541,21,0.0,2115.144176325628
2542,22,0.0,2239.415514127354
2543,23,0.0,2605.946812337549
2544,0,0.0,1247.790928194725
2545,1,0.0,1725.0823236815986
2546,2,0.0,2596.837003854321
2547,3,0.0,2560.975090072552
2548,4,0.0,2521.9461865569783
2549,5,0.0,2528.495263070225
2550,6,12.88,1744.8074165305177
2551,7,196.62,2237.3978607458184
2552,8,535.25,1341.9588413149677
2553,9,730.29,1128.8959634776995
2554,10,846.03,898.6725603380974
2555,11,869.36,639.2932276519298
2556,12,778.18,498.6914904791482
2557,13,1049.34,591.0346206233986
2558,14,863.78,331.41207447090375
2559,15,636.1,444.8084329969695
2560,16,326.94,141.50573221373747
2561,17,132.77,0.0
2562,18,0.0,0.0
2563,19,0.0,485.5316299480468
2564,20,0.0,855.536571724464
2565,21,0.0,1875.883764369407
2566,22,0.0,1894.0482682971976
2567,23,0.0,2352.709232647473
2568,0,0.0,2488.154030855951
2569,1,0.0,566.1368387305018
2570,2,0.0,0.0
2571,3,0.0,102.1985422353554
2572,4,0.0,217.57759580460225
2573,5,0.0,521.7433190595578
2574,6,13.44,455.1382899218228
2575,7,229.86,682.932126740177
2576,8,502.42,970.8695321775036
2577,9,771.63,1116.572407576968
2578,10,915.39,1584.7555596265634
2579,11,1039.4,1526.042183813369
2580,12,1049.69,910.9998515957378
2581,13,1044.46,761.283146174179
2582,14,955.37,470.5547886891166
2583,15,751.59,667.3824744669931
2584,16,524.13,810.4724389567572
2585,17,207.81,911.3746191495474
2586,18,0.55,986.6272653182924
2587,19,0.0,843.8486495489944
2588,20,0.0,1291.891134393801
2589,21,0.0,1788.251593297137
2590,22,0.0,2637.19590391159
2591,23,0.0,2636.489065591611
2592,0,0.0,1918.320035357344
2593,1,0.0,1328.2606463939585
2594,2,0.0,1102.8628101426389
2595,3,0.0,299.14508482487054
2596,4,0.0,0.0
2597,5,0.0,0.0
2598,6,15.07,290.3998812386521
2599,7,287.27,361.1451562531608
2600,8,606.69,81.74194702941662
2601,9,646.71,507.29902367879225
2602,10,835.6,218.1496140041276
2603,11,628.62,672.0524974405187
2604,12,768.35,1122.7102450105474
2605,13,598.62,1092.239488816855
2606,14,664.5,411.5852654733839
2607,15,746.57,116.96625436663734
2608,16,529.57,427.6658069022416
2609,17,205.6,344.720475628403
2610,18,0.0,177.68867955564127
2611,19,0.0,381.039092260333
2612,20,0.0,2203.720370414976
2613,21,0.0,2567.6242704239426
2614,22,0.0,2479.510558503865
2615,23,0.0,2298.921712362626
2616,0,0.0,1712.0081533880643
2617,1,0.0,2636.489065591611
2618,2,0.0,2630.155635383885
2619,3,0.0,2362.185915559166
2620,4,0.0,2067.84947882938
2621,5,0.0,2410.2250836711432
2622,6,17.97,2172.1765999131885
2623,7,288.93,514.6658015289772
2624,8,628.76,441.524192314769
2625,9,868.12,230.47987807968903
2626,10,993.47,287.4559520194624
2627,11,1051.67,78.37802294645138
2628,12,1044.17,323.6606874528621
2629,13,984.94,525.374828879678
2630,14,821.65,393.5881938343561
2631,15,619.96,718.9704348295645
2632,16,358.43,1286.0185467191643
2633,17,132.62,541.780209269454
2634,18,0.0,220.48759730961203
2635,19,0.0,1133.393222784423
2636,20,0.0,164.19123122909093
2637,21,0.0,430.2540910450384
2638,22,0.0,636.4511523185939
2639,23,0.0,339.6428784885644
2640,0,0.0,1517.4251527242557
2641,1,0.0,1609.8923195795612
2642,2,0.0,924.1784888313188
2643,3,0.0,447.44258278824014
2644,4,0.0,682.7897197489798
2645,5,0.0,608.1726795777147
2646,6,11.07,618.8604081948038
2647,7,231.92,679.4080745157337
2648,8,455.87,956.5834441772964
2649,9,632.21,259.6044589455301
2650,10,761.18,353.738477225252
2651,11,897.29,12.42702858946046
2652,12,842.5,0.0
2653,13,935.04,111.97127522610928
2654,14,775.19,446.65758484651207
2655,15,566.18,203.7576485421032
2656,16,463.9,133.52842921912332
2657,17,197.36,299.7599052275673
2658,18,1.99,245.45699786543943
2659,19,0.0,266.405258356611
2660,20,0.0,531.8703793825954
2661,21,0.0,1308.1515383012786
2662,22,0.0,788.8626663763083
2663,23,0.0,890.9617967190735
2664,0,0.0,849.8495004480378
2665,1,0.0,1399.5728367968063
2666,2,0.0,611.9112985227363
2667,3,0.0,2626.1867948623103
2668,4,0.0,1739.2502968256483
2669,5,0.0,1053.045097604342
2670,6,7.92,584.8187920830421
2671,7,186.06,808.1926800968093
2672,8,376.1,295.94845514115764
2673,9,755.54,550.8149857248346
2674,10,866.4,225.05604497406387
2675,11,1002.05,169.79898755951464
2676,12,992.69,725.5578902403179
2677,13,1003.31,425.0723302701168
2678,14,808.62,626.6089852644193
2679,15,650.54,206.33749879286384
2680,16,402.23,610.7054459561476
2681,17,136.67,996.1137222481958
2682,18,0.0,1062.7825758942126
2683,19,0.0,568.8625283221638
2684,20,0.0,1024.1926667183898
2685,21,0.0,2424.578962351593
2686,22,0.0,2377.4744006520914
2687,23,0.0,1516.075252481129
2688,0,0.0,2501.258641408116
2689,1,0.0,2481.2013029331392
2690,2,0.0,941.48187031492
2691,3,0.0,772.6406739901963
2692,4,0.0,555.8382558961412
2693,5,0.0,343.09533742974094
2694,6,19.65,65.32446044017516
2695,7,239.67,237.11301873347267
2696,8,509.88,449.16136979737246
2697,9,734.03,546.9667212373087
2698,10,955.79,350.44923360184083
2699,11,1000.97,155.01130158300572
2700,12,1046.07,235.168092476672
2701,13,1041.22,0.0
2702,14,929.38,171.12253726697045
2703,15,732.87,588.1792877131805
2704,16,462.36,596.275999627037
2705,17,165.5,991.6695571478006
2706,18,0.0,245.96575135812185
2707,19,0.0,2474.0951213706608
2708,20,0.0,2174.56171355377
2709,21,0.0,1140.6905640731889
2710,22,0.0,2551.1756791084986
2711,23,0.0,1722.3690676770702
2712,0,0.0,1665.4311203369664
2713,1,0.0,1700.6219606408702
2714,2,0.0,2560.53366393137
2715,3,0.0,1808.9581077461548
2716,4,0.0,465.3859494103743
2717,5,0.0,129.40948487371952
2718,6,21.9,1212.984646099511
2719,7,279.71,1138.072766678963
2720,8,579.88,599.5717951005388
2721,9,816.45,134.67881518035543
2722,10,1013.8,388.3997311296005
2723,11,1055.93,341.83066804227815
2724,12,1049.42,638.2925580749765
2725,13,1045.33,605.9765651446145
2726,14,981.67,1937.129193832134
2727,15,764.32,330.1497503542072
2728,16,475.52,0.0
2729,17,176.66,0.0
2730,18,0.0,0.0
2731,19,0.0,0.0
2732,20,0.0,816.2603060168806
2733,21,0.0,1748.842307226978
2734,22,0.0,2631.446692727035
2735,23,0.0,2439.2106253971733
2736,0,0.0,2637.8862972587053
2737,1,0.0,2027.940966482508
2738,2,0.0,530.2231357966823
2739,3,0.0,364.2324284635433
2740,4,0.0,0.0
2741,5,0.0,539.4949101488423
2742,6,19.54,1153.57745628013
2743,7,267.85,464.6341273352714
2744,8,546.74,0.0
2745,9,803.78,64.5790861985102
2746,10,937.69,552.2644027265239
2747,11,1046.9,1381.2920041316647
2748,12,1040.35,1164.8772997178623
2749,13,993.08,429.56990077747946
2750,14,905.79,335.93202579481976
2751,15,699.13,137.67475152693476
2752,16,452.31,488.003385563582
2753,17,154.52,862.3740208186478
2754,18,0.0,835.5581458179097
2755,19,0.0,1974.1731189341613
2756,20,0.0,2160.9111037034845
2757,21,0.0,1043.6618916408304
2758,22,0.0,218.17088411067783
2759,23,0.0,412.8545554584241
2760,0,0.0,2095.587500026797
2761,1,0.0,2304.017398857708
2762,2,0.0,2251.742028157776
2763,3,0.0,2626.284984883969
2764,4,0.0,2637.8862972587053
2765,5,0.0,2618.0492221896293
2766,6,19.64,1403.782815297768
2767,7,225.04,1531.9589587313626
2768,8,453.16,2219.7962009186344
2769,9,687.67,420.3244491332883
2770,10,818.26,568.5904310500413
2771,11,914.11,0.0
2772,12,999.63,0.0
2773,13,998.04,144.04193448903268
2774,14,910.39,571.4234551360196
2775,15,788.12,1086.158023762848
2776,16,334.26,2140.808621301729
2777,17,132.89,2528.3769333862056
2778,18,0.0,660.1441616295249
2779,19,0.0,0.0
2780,20,0.0,358.3598260007564
2781,21,0.0,1915.9156802347015
2782,22,0.0,2618.987775189759
2783,23,0.0,2263.863710417136
2784,0,0.0,1878.8655166315016
2785,1,0.0,529.1200736655028
2786,2,0.0,651.2582028785231
2787,3,0.0,974.2749968245748
2788,4,0.0,722.71107765288
2789,5,0.0,473.28500000758
2790,6,25.2,27.754073784695933
2791,7,261.9,12.462882060557238
2792,8,479.81,0.0
2793,9,843.24,0.0
2794,10,868.66,271.5191046504909
2795,11,972.17,217.3689092223483
2796,12,918.6,111.8210934147708
2797,13,943.74,394.7723357973589
2798,14,818.66,934.808686697024
2799,15,579.42,808.2943512790612
2800,16,365.08,809.570673529242
2801,17,101.36,812.248624673079
2802,18,0.0,1699.715490633071
2803,19,0.0,836.8149290744228
2804,20,0.0,1481.728808873532
2805,21,0.0,2255.4784123934405
2806,22,0.0,1732.44955576781
2807,23,0.0,2427.640657306685
2808,0,0.0,2025.0299828144916
2809,1,0.0,1971.4760132885683
2810,2,0.0,591.9494707663079
2811,3,0.0,528.7439020367597
2812,4,0.0,200.4047278922353
2813,5,0.0,531.1445570242698
2814,6,25.49,442.9283533294708
2815,7,275.19,546.860331086303
2816,8,558.72,369.7087704445143
2817,9,814.9,0.0
2818,10,979.69,1712.788963235656
2819,11,1052.48,242.140197622776
2820,12,1045.58,575.8277777616532
2821,13,1038.16,1031.557549337198
2822,14,942.71,1185.846346803016
2823,15,744.01,1022.4587913493568
2824,16,468.53,408.9339129164576
2825,17,172.43,202.4423764519042
2826,18,0.0,192.31286639180803
2827,19,0.0,944.38954788207
2828,20,0.0,896.742104736156
2829,21,0.0,1120.0351174042478
2830,22,0.0,2543.7588215864803
2831,23,0.0,393.76030387489993
2832,0,0.0,11.965601924428867
2833,1,0.0,0.0
2834,2,0.0,77.13926894334037
2835,3,0.0,0.0
2836,4,0.0,112.84542678024916
2837,5,0.0,1278.1376797516614
2838,6,19.09,1624.858009873609
2839,7,194.46,1609.3607204427854
2840,8,137.49,1098.923125309004
2841,9,144.68,0.0
2842,10,751.76,0.0
2843,11,745.41,0.0
2844,12,220.79,0.0
2845,13,406.03,0.0
2846,14,589.01,0.0
2847,15,621.34,256.7874944911853
2848,16,518.08,526.05827069696
2849,17,201.63,429.9475529698669
2850,18,18.64,768.7230120599058
2851,19,0.0,1817.982405997579
2852,20,0.0,2314.6257153066977
2853,21,0.0,2063.7026225494324
2854,22,0.0,2631.916636367529
2855,23,0.0,2637.778191532367
2856,0,0.0,2519.241114195007
2857,1,0.0,2637.8862972587053
2858,2,0.0,2584.021800254266
2859,3,0.0,1088.4615491290149
2860,4,0.0,98.05769893728728
2861,5,0.0,586.3807416638922
2862,6,29.13,841.5576178718029
2863,7,278.78,772.7184196936118
2864,8,547.93,0.0
2865,9,779.52,0.0
2866,10,1045.37,141.25978773573334
2867,11,1033.06,947.4640428307004
2868,12,1055.23,108.8064540546642
2869,13,984.5,38.09306254233477
2870,14,815.85,0.0
2871,15,615.02,0.0
2872,16,351.34,0.0
2873,17,125.89,216.595013184814
2874,18,0.0,288.4066356994412
2875,19,0.0,101.30468691957417
2876,20,0.0,759.0880580187364
2877,21,0.0,2400.122333268894
2878,22,0.0,1604.8428964142963
2879,23,0.0,542.7014110728633
2880,0,0.0,1154.4310012460512
2881,1,0.0,1239.1676576052391
2882,2,0.0,1328.8226697522157
2883,3,0.0,1651.556178640766
2884,4,0.0,1054.83817588488
2885,5,0.0,328.02953635311377
2886,6,20.04,0.0
2887,7,293.88,122.36732835883336
2888,8,368.84,486.0925956537864
2889,9,513.66,508.4851612427468
2890,10,592.07,499.9893827455658
2891,11,904.03,1005.1295434421723
2892,12,840.89,813.1990231316018
2893,13,846.65,668.2700689494957
2894,14,919.69,780.3645951162871
2895,15,744.83,1146.84760891613
2896,16,402.89,891.2652623061883
2897,17,190.13,428.1933576329505
2898,18,0.0,158.48624186019063
2899,19,0.0,932.9579658546942
2900,20,0.0,198.0898601645499
2901,21,0.0,0.0
2902,22,0.0,683.1560288304494
2903,23,0.0,361.67540487208817
2904,0,0.0,737.0668471182687
2905,1,0.0,319.1318890679769
2906,2,0.0,2525.3181827218923
2907,3,0.0,2382.03879566388
2908,4,0.0,1105.6742219962075
2909,5,0.0,1180.1022641090703
2910,6,29.12,1137.4871342883057
2911,7,298.12,559.6544374912565
2912,8,605.48,514.924693032704
2913,9,868.12,166.25147443397515
2914,10,1046.94,1039.9514036048906
2915,11,1042.13,1006.482329722756
2916,12,1035.68,435.07268212294383
2917,13,1031.67,654.6603977955846
2918,14,964.71,842.7458138363888
2919,15,751.76,429.40214849512256
2920,16,470.14,257.90338958948115
2921,17,176.56,496.16985338297127
2922,18,0.0,91.89459799701552
2923,19,0.0,201.7418491749708
2924,20,0.0,44.61295613945882
2925,21,0.0,300.7581405550518
2926,22,0.0,889.155501978707
2927,23,0.0,389.432377384073
2928,0,0.0,694.0924584667634
2929,1,0.0,1781.5978820263122
2930,2,0.0,2632.63558588297
2931,3,0.0,2265.989763189701
2932,4,0.0,1112.0970098028931
2933,5,0.0,1170.1707765761917
2934,6,30.02,282.9902235475059
2935,7,345.58,488.6186318250439
2936,8,646.36,94.20342366612108
2937,9,914.13,0.0
2938,10,1040.14,239.26330024187763
2939,11,634.86,431.3265899161461
2940,12,576.49,224.29246487051068
2941,13,532.42,553.5245895058403
2942,14,463.99,57.18792883330216
2943,15,350.58,115.2543636316135
2944,16,253.97,0.0
2945,17,107.02,162.0896498978903
2946,18,0.0,100.21395685687447
2947,19,0.0,351.90331601519847
2948,20,0.0,433.041990938424
2949,21,0.0,0.0
2950,22,0.0,117.52137015983308
2951,23,0.0,2532.839836871786
2952,0,0.0,2637.099098680317
2953,1,0.0,2637.8862972587053
2954,2,0.0,2585.506332468608
2955,3,0.0,1080.395217222068
2956,4,0.0,1307.14248084542
2957,5,0.0,892.5438354527562
2958,6,21.46,2265.338940385243
2959,7,234.28,2588.179686296213
2960,8,548.2,2055.479980092024
2961,9,898.47,508.7136135869621
2962,10,953.16,0.0
2963,11,389.55,0.0
2964,12,581.14,239.2038039154822
2965,13,754.75,528.6448781332791
2966,14,756.96,538.8700612818187
2967,15,567.29,543.7537206214031
2968,16,316.98,1223.215071697347
2969,17,153.42,425.8789218091863
2970,18,10.11,166.36688205940013
2971,19,0.0,328.29988387728594
2972,20,0.0,1569.27363748214
2973,21,0.0,1229.2207137073376
2974,22,0.0,2062.220789272468
2975,23,0.0,2627.441285805623
2976,0,0.0,2617.15832385446
2977,1,0.0,2508.938132635286
2978,2,0.0,1655.3254398825286
2979,3,0.0,2225.461957823979
2980,4,0.0,1116.1356094773992
2981,5,0.0,976.0585613283736
2982,6,0.0,2096.08086914677
2983,7,0.0,2012.706701543703
2984,8,0.0,2366.0837584701694
2985,9,0.0,2537.800269094293
2986,10,0.0,351.0301591140566
2987,11,0.0,0.0
2988,12,0.0,0.0
2989,13,0.0,0.0
2990,14,0.0,0.0
2991,15,0.0,0.0
2992,16,0.0,384.1064642165211
2993,17,0.0,0.0
2994,18,0.0,0.0
2995,19,0.0,0.0
2996,20,0.0,0.0
2997,21,0.0,0.0
2998,22,0.0,645.354648916755
2999,23,0.0,1519.5279117118164
3000,0,0.0,2165.953080535397
3001,1,0.0,2444.696959171855
3002,2,0.0,1305.3470029876307
3003,3,0.0,1216.354632474843
3004,4,0.0,1426.8704586302997
3005,5,0.0,716.33474207465
3006,6,0.0,259.46313143935623
3007,7,0.0,489.9226276507616
3008,8,0.0,1800.5699866845212
3009,9,0.0,1714.8744016519568
3010,10,0.0,706.7108219421582
3011,11,0.0,45.03955396237225
3012,12,0.0,458.6834557282377
3013,13,0.0,1840.2767300561543
3014,14,0.0,1518.0319949197824
3015,15,0.0,2606.4814052754323
3016,16,0.0,1385.487499787535
3017,17,0.0,470.1206148367736
3018,18,0.0,1203.2907850097658
3019,19,0.0,2218.248219445328
3020,20,0.0,2632.1943324034373
3021,21,0.0,2633.8382311195496
3022,22,0.0,527.5430495636633
3023,23,0.0,1587.0709312005235
3024,0,0.0,2609.3514524453126
3025,1,0.0,2637.374152583332
3026,2,0.0,2400.6584151137367
3027,3,0.0,2078.2806877922103
3028,4,0.0,2340.373943748236
3029,5,0.0,1990.1868090800515
3030,6,0.0,2350.06233761879
3031,7,0.0,1578.80903914329
3032,8,0.0,966.9834575867036
3033,9,0.0,897.8729712880278
3034,10,0.0,430.6902368173085
3035,11,0.0,552.7106395130005
3036,12,0.0,341.2491427106896
3037,13,0.0,43.35969016459522
3038,14,0.0,0.0
3039,15,0.0,264.3180780860345
3040,16,0.0,309.6562952336213
3041,17,200.91,491.6495156686647
3042,18,0.0,577.4210721263504
3043,19,0.0,0.0
3044,20,0.0,299.9737381860993
3045,21,0.0,2002.439606278777
3046,22,0.0,2290.3536135147674
3047,23,0.0,630.1793024673589
3048,0,0.0,396.23426437369193
3049,1,0.0,622.3158241165914
3050,2,0.0,850.6913749653322
3051,3,0.0,709.4999900693252
3052,4,0.0,441.9532778942767
3053,5,0.0,412.4266015721061
3054,6,51.86,0.0
3055,7,239.96,140.61372181964538
3056,8,523.39,164.88429418708256
3057,9,705.68,1763.1408924133589
3058,10,951.84,2285.53042372175
3059,11,1010.37,1035.0629564017568
3060,12,1038.33,1007.9906533733412
3061,13,877.81,2075.7835162920805
3062,14,799.86,2066.9261198045224
3063,15,599.26,1099.0588816292943
3064,16,337.05,875.7862546264437
3065,17,120.98,977.9107470968776
3066,18,0.0,709.603735689358
3067,19,0.0,200.32619162229005
3068,20,0.0,1367.823866918514
3069,21,0.0,713.8256446306189
3070,22,0.0,942.2147793447912
3071,23,0.0,1356.8586585921769
3072,0,0.0,2620.075789428612
3073,1,0.0,2503.6662917403505
3074,2,0.0,1891.0308554594417
3075,3,0.0,2634.569923224527
3076,4,0.0,1343.143330899426
3077,5,0.0,1440.3238023972392
3078,6,18.81,1496.393728271246
3079,7,58.56,758.3651260943451
3080,8,276.8,1126.1171260227045
3081,9,444.96,1931.2038386893587
3082,10,845.5,929.2139060693444
3083,11,810.62,555.1114031634406
3084,12,875.85,564.7743967868705
3085,13,806.49,514.8481915822853
3086,14,615.0,157.46449147500496
3087,15,665.21,331.6136415579133
3088,16,539.3,427.4286574768804
3089,17,155.46,238.95705807959536
3090,18,0.0,117.99606963953714
3091,19,0.0,858.9593485495202
3092,20,0.0,272.2120053385073
3093,21,0.0,135.4934114553379
3094,22,0.0,1766.0354494937778
3095,23,0.0,2353.692268404169
3096,0,0.0,2037.94887043394
3097,1,0.0,1435.2761240338882
3098,2,0.0,1920.4818525223825
3099,3,0.0,2219.5815374255985
3100,4,0.0,2354.5022844492287
3101,5,0.0,2185.288735985256
3102,6,59.25,2310.679255851476
3103,7,271.1,2002.2828758647452
3104,8,594.9,2301.49463291606
3105,9,884.67,2568.3214744637407
3106,10,1072.21,863.2758195694618
3107,11,1064.19,802.1203038600553
3108,12,924.61,1063.7985447620504
3109,13,707.83,334.5032684887948
3110,14,607.87,1140.7009955146154
3111,15,472.48,693.651779876579
3112,16,290.23,323.03670604075865
3113,17,139.06,589.2559876680166
3114,18,0.0,1123.4240915149633
3115,19,0.0,1703.1538001120211
3116,20,0.0,2508.721018206152
3117,21,0.0,2544.8107259596813
3118,22,0.0,2625.5894083400804
3119,23,0.0,2629.969177540043
3120,0,0.0,2615.4117365713123
3121,1,0.0,2505.631740103064
3122,2,0.0,2235.541667688301
3123,3,0.0,2382.3570428566927
3124,4,0.0,2231.426799476746
3125,5,0.0,815.8935286106735
3126,6,53.57,853.0338015604686
3127,7,282.15,2156.9692841303886
3128,8,569.32,1215.9049614901437
3129,9,803.86,148.12664866261184
3130,10,987.27,0.0
3131,11,1057.73,103.68916956576356
3132,12,1052.31,166.09275261562922
3133,13,1047.0,0.0
3134,14,900.54,0.0
3135,15,678.6,0.0
3136,16,446.76,167.13701356340445
3137,17,179.68,500.8113004539824
3138,18,1.26,2120.1925912487845
3139,19,0.0,1641.3699213014995
3140,20,0.0,257.6261569322733
3141,21,0.0,119.9067325510946
3142,22,0.0,2200.3824149237275
3143,23,0.0,1123.2825084135943
3144,0,0.0,382.2539898292832
3145,1,0.0,481.1403026094647
3146,2,0.0,1576.0102491759735
3147,3,0.0,1210.4116271249409
3148,4,0.0,1252.970602791273
3149,5,0.0,585.5515397422176
3150,6,56.7,1091.608671032645
3151,7,307.09,2182.5933044482217
3152,8,613.16,2347.0826500023218
3153,9,858.29,1021.697936861804
3154,10,1035.72,306.25725533848305
3155,11,1078.53,373.5791853831825
3156,12,1073.66,0.0
3157,13,1070.68,0.0
3158,14,938.74,0.0
3159,15,744.83,206.68000189974
3160,16,468.68,0.0
3161,17,171.87,63.043990799765936
3162,18,0.0,278.5684715877628
3163,19,0.0,283.2040970235717
3164,20,0.0,1047.1470565251757
3165,21,0.0,2620.1079989195805
3166,22,0.0,2626.0534903274383
3167,23,0.0,2265.004942263437
3168,0,0.0,2629.4891614704507
3169,1,0.0,2617.586190660554
3170,2,0.0,1723.1015065836452
3171,3,0.0,1332.064682021474
3172,4,0.0,918.8650032057452
3173,5,0.0,531.9765775874051
3174,6,57.09,702.6981939069278
3175,7,254.07,2010.026476222134
3176,8,491.38,2174.195728412732
3177,9,691.94,758.8597883781232
3178,10,821.53,1298.6095660550498
3179,11,957.02,988.206250748546
3180,12,987.46,988.2935067814624
3181,13,952.95,322.03516151489026
3182,14,843.64,674.3761765077966
3183,15,751.32,481.6639924338658
3184,16,477.75,812.170895406493
3185,17,190.58,197.85168775888883
3186,18,6.42,0.0
3187,19,0.0,492.6137928063891
3188,20,0.0,1376.987664041373
3189,21,0.0,1051.9290571725005
3190,22,0.0,1247.3449031385917
3191,23,0.0,1997.645458564733
3192,0,0.0,2085.085864096146
3193,1,0.0,2381.3658645245323
3194,2,0.0,1614.6752448859688
3195,3,0.0,1253.2702045244416
3196,4,0.0,1501.5907428235212
3197,5,0.0,1874.29782850844
3198,6,0.0,2636.535827272106
3199,7,83.7,2627.3207243598854
3200,8,298.88,2402.3567804364907
3201,9,400.56,2583.6690116390287
3202,10,539.44,1740.6330414510142
3203,11,481.53,875.3654445159143
3204,12,512.73,1573.890502150699
3205,13,451.43,885.2518061575615
3206,14,384.19,423.4033204751735
3207,15,445.7,299.8253761665862
3208,16,230.1,323.69430136848445
3209,17,93.15,623.539470775014
3210,18,0.0,570.5503589861984
3211,19,0.0,362.259346567477
3212,20,0.0,417.1747785219036
3213,21,0.0,951.9457208225216
3214,22,0.0,2632.72703675462
3215,23,0.0,2637.8862972587053
3216,0,0.0,2637.607935256426
3217,1,0.0,2038.5052181899805
3218,2,0.0,799.8517349837242
3219,3,0.0,1062.3629814595786
3220,4,0.0,2164.3368455527075
3221,5,0.0,1830.6769665672691
3222,6,57.19,386.6102167933223
3223,7,327.95,0.0
3224,8,535.99,235.51951743458912
3225,9,717.33,1060.2283996212395
3226,10,796.88,483.6263049592838
3227,11,856.24,0.0
3228,12,859.21,0.0
3229,13,806.65,0.0
3230,14,719.46,599.3644545896959
3231,15,536.12,300.6507731870769
3232,16,366.47,223.7805825848879
3233,17,103.62,946.4383020429702
3234,18,0.0,1097.3001297934388
3235,19,0.0,943.438841470306
3236,20,0.0,1298.7528815183005
3237,21,0.0,2537.2487059044443
3238,22,0.0,2514.604570644871
3239,23,0.0,1470.9969678031573
3240,0,0.0,1607.1182722862736
3241,1,0.0,2071.088865002893
3242,2,0.0,1210.3815782526976
3243,3,0.0,2010.5943563374508
3244,4,0.0,2001.7539960490144
3245,5,0.0,746.3033389918032
3246,6,50.99,1456.6652937304552
3247,7,204.93,845.3043745961318
3248,8,297.56,808.6652902007021
3249,9,544.26,664.3980863669595
3250,10,762.71,154.2330093181092
3251,11,768.41,176.39166203829905
3252,12,826.59,219.07624400799293
