hour_index,hour_of_day,solar_kwh_per_mw,dc_ac_ratio,wind_kwh_per_wtg,location_name,latitude,longitude
94,22,0.0,1.45,850.9947749050492,Kutch,23.7337,69.8597
95,23,0.0,1.45,329.7412008194437,Kutch,23.7337,69.8597
96,0,0.0,1.45,368.0528708445485,Kutch,23.7337,69.8597
97,1,0.0,1.45,473.5039223880268,Kutch,23.7337,69.8597
98,2,0.0,1.45,238.69973541877567,Kutch,23.7337,69.8597
99,3,0.0,1.45,0.0,Kutch,23.7337,69.8597
100,4,0.0,1.45,0.0,Kutch,23.7337,69.8597
101,5,0.0,1.45,0.0,Kutch,23.7337,69.8597
102,6,0.0,1.45,0.0,Kutch,23.7337,69.8597
103,7,155.46694214876035,1.45,88.52557679830042,Kutch,23.7337,69.8597
104,8,520.3305785123968,1.45,1480.7056718994015,Kutch,23.7337,69.8597
105,9,827.8925619834711,1.45,1015.9866254087048,Kutch,23.7337,69.8597
106,10,1036.7355371900826,1.45,474.9764155990603,Kutch,23.7337,69.8597
107,11,1087.9338842975208,1.45,424.7397350242052,Kutch,23.7337,69.8597
108,12,1079.814049586777,1.45,646.4111944710406,Kutch,23.7337,69.8597
109,13,1074.5867768595042,1.45,567.7268632153095,Kutch,23.7337,69.8597
110,14,978.904958677686,1.45,799.240715535374,Kutch,23.7337,69.8597
111,15,756.9628099173553,1.45,928.259948262879,Kutch,23.7337,69.8597
112,16,437.706611570248,1.45,617.0614669621705,Kutch,23.7337,69.8597
113,17,97.87190082644628,1.45,637.3564306312817,Kutch,23.7337,69.8597
114,18,0.0,1.45,848.5402062178601,Kutch,23.7337,69.8597
115,19,0.0,1.45,1084.6576826659498,Kutch,23.7337,69.8597
116,20,0.0,1.45,1551.502791271725,Kutch,23.7337,69.8597
117,21,0.0,1.45,1485.0658323615817,Kutch,23.7337,69.8597
118,22,0.0,1.45,1186.2737670169588,Kutch,23.7337,69.8597
119,23,0.0,1.45,529.3656182639251,Kutch,23.7337,69.8597
120,0,0.0,1.45,132.87000940204973,Kutch,23.7337,69.8597
121,1,0.0,1.45,423.42488559533336,Kutch,23.7337,69.8597
122,2,0.0,1.45,379.07013615832346,Kutch,23.7337,69.8597
123,3,0.0,1.45,507.95085112824114,Kutch,23.7337,69.8597
124,4,0.0,1.45,326.8471919997108,Kutch,23.7337,69.8597
125,5,0.0,1.45,198.00281141553936,Kutch,23.7337,69.8597
126,6,0.0,1.45,114.14226848846492,Kutch,23.7337,69.8597
127,7,141.67561983471074,1.45,0.0,Kutch,23.7337,69.8597
128,8,458.07851239669424,1.45,120.53408591130145,Kutch,23.7337,69.8597
129,9,695.2066115702479,1.45,332.8990364383179,Kutch,23.7337,69.8597
130,10,910.5165289256198,1.45,251.381623093086,Kutch,23.7337,69.8597
131,11,1073.0371900826449,1.45,466.2385096153712,Kutch,23.7337,69.8597
132,12,1064.690082644628,1.45,457.7363095137355,Kutch,23.7337,69.8597
133,13,1027.0247933884298,1.45,0.0,Kutch,23.7337,69.8597
134,14,917.7892561983472,1.45,0.0,Kutch,23.7337,69.8597
135,15,713.904958677686,1.45,270.48901629640727,Kutch,23.7337,69.8597
136,16,421.4669421487603,1.45,578.1244693036713,Kutch,23.7337,69.8597
137,17,99.41735537190084,1.45,572.0622709615075,Kutch,23.7337,69.8597
138,18,0.0,1.45,622.1847262635345,Kutch,23.7337,69.8597
139,19,0.0,1.45,887.7362293227598,Kutch,23.7337,69.8597
140,20,0.0,1.45,1077.396053661412,Kutch,23.7337,69.8597
141,21,0.0,1.45,1206.772815505654,Kutch,23.7337,69.8597
142,22,0.0,1.45,1686.2252721133746,Kutch,23.7337,69.8597
143,23,0.0,1.45,1227.939721898811,Kutch,23.7337,69.8597
144,0,0.0,1.45,798.7412166271176,Kutch,23.7337,69.8597
145,1,0.0,1.45,609.7217016172291,Kutch,23.7337,69.8597
146,2,0.0,1.45,651.0932369135277,Kutch,23.7337,69.8597
147,3,0.0,1.45,623.0418630513773,Kutch,23.7337,69.8597
148,4,0.0,1.45,848.1078529067418,Kutch,23.7337,69.8597
149,5,0.0,1.45,396.742232745481,Kutch,23.7337,69.8597
150,6,0.0,1.45,267.475862196182,Kutch,23.7337,69.8597
151,7,120.97727272727272,1.45,0.0,Kutch,23.7337,69.8597
152,8,385.76446280991735,1.45,464.2227051523221,Kutch,23.7337,69.8597
153,9,733.2231404958678,1.45,480.2324064444269,Kutch,23.7337,69.8597
154,10,846.2603305785124,1.45,326.57866861388106,Kutch,23.7337,69.8597
155,11,879.6280991735538,1.45,91.3448705362216,Kutch,23.7337,69.8597
156,12,965.0413223140496,1.45,0.0,Kutch,23.7337,69.8597
157,13,935.805785123967,1.45,0.0,Kutch,23.7337,69.8597
158,14,803.305785123967,1.45,0.0,Kutch,23.7337,69.8597
159,15,686.1776859504132,1.45,0.0,Kutch,23.7337,69.8597
160,16,426.3842975206612,1.45,509.4625194987474,Kutch,23.7337,69.8597
161,17,109.29132231404958,1.45,1366.5700792616672,Kutch,23.7337,69.8597
162,18,0.0,1.45,1152.1495471944374,Kutch,23.7337,69.8597
163,19,0.0,1.45,630.0086450628372,Kutch,23.7337,69.8597
164,20,0.0,1.45,804.3111713474622,Kutch,23.7337,69.8597
165,21,0.0,1.45,1417.3017274256636,Kutch,23.7337,69.8597
166,22,0.0,1.45,1065.3439736307243,Kutch,23.7337,69.8597
167,23,0.0,1.45,181.5816679564984,Kutch,23.7337,69.8597
168,0,0.0,1.45,0.0,Kutch,23.7337,69.8597
169,1,0.0,1.45,336.2409348201806,Kutch,23.7337,69.8597
170,2,0.0,1.45,784.2342800399066,Kutch,23.7337,69.8597
171,3,0.0,1.45,1799.740898971333,Kutch,23.7337,69.8597
172,4,0.0,1.45,1535.041094307661,Kutch,23.7337,69.8597
173,5,0.0,1.45,665.1723028477269,Kutch,23.7337,69.8597
174,6,0.0,1.45,481.6489097694017,Kutch,23.7337,69.8597
175,7,115.76239669421489,1.45,711.2528138052871,Kutch,23.7337,69.8597
176,8,397.35537190082647,1.45,1612.174182253751,Kutch,23.7337,69.8597
177,9,670.4752066115702,1.45,180.0134553441311,Kutch,23.7337,69.8597
178,10,821.2603305785124,1.45,244.1870462605463,Kutch,23.7337,69.8597
179,11,995.2272727272727,1.45,221.7585464651812,Kutch,23.7337,69.8597
180,12,1018.904958677686,1.45,0.0,Kutch,23.7337,69.8597
181,13,1009.2561983471074,1.45,86.50657644607416,Kutch,23.7337,69.8597
182,14,900.9917355371902,1.45,201.08105306199107,Kutch,23.7337,69.8597
183,15,663.6363636363636,1.45,87.87998545194611,Kutch,23.7337,69.8597
184,16,350.74380165289256,1.45,586.9446273798671,Kutch,23.7337,69.8597
185,17,94.2107438016529,1.45,946.1892383643396,Kutch,23.7337,69.8597
186,18,0.0,1.45,1193.2257127165556,Kutch,23.7337,69.8597
187,19,0.0,1.45,1243.5225032760902,Kutch,23.7337,69.8597
188,20,0.0,1.45,957.8470353287348,Kutch,23.7337,69.8597
189,21,0.0,1.45,681.3185687124799,Kutch,23.7337,69.8597
190,22,0.0,1.45,642.8691541102485,Kutch,23.7337,69.8597
191,23,0.0,1.45,703.2751808750459,Kutch,23.7337,69.8597
192,0,0.0,1.45,673.2630283084476,Kutch,23.7337,69.8597
193,1,0.0,1.45,774.8956611993344,Kutch,23.7337,69.8597
194,2,0.0,1.45,815.3973197661335,Kutch,23.7337,69.8597
195,3,0.0,1.45,697.6220413095967,Kutch,23.7337,69.8597
196,4,0.0,1.45,286.986401014355,Kutch,23.7337,69.8597
197,5,0.0,1.45,0.0,Kutch,23.7337,69.8597
198,6,0.0,1.45,115.7239308737104,Kutch,23.7337,69.8597
199,7,153.70454545454547,1.45,146.51195359600874,Kutch,23.7337,69.8597
200,8,521.1570247933885,1.45,0.0,Kutch,23.7337,69.8597
201,9,699.4421487603306,1.45,139.02487079456006,Kutch,23.7337,69.8597
202,10,858.5123966942149,1.45,250.9140454567448,Kutch,23.7337,69.8597
203,11,947.2727272727273,1.45,216.61511083084105,Kutch,23.7337,69.8597
204,12,871.797520661157,1.45,377.8044124656613,Kutch,23.7337,69.8597
205,13,893.202479338843,1.45,592.761811948266,Kutch,23.7337,69.8597
206,14,813.7809917355372,1.45,636.9975570918124,Kutch,23.7337,69.8597
207,15,658.801652892562,1.45,455.7214647317067,Kutch,23.7337,69.8597
208,16,433.8429752066116,1.45,535.5699867870389,Kutch,23.7337,69.8597
209,17,116.77272727272728,1.45,658.745342634335,Kutch,23.7337,69.8597
210,18,0.0,1.45,1263.9721381092818,Kutch,23.7337,69.8597
211,19,0.0,1.45,965.8955894307968,Kutch,23.7337,69.8597
212,20,0.0,1.45,2059.9775252696822,Kutch,23.7337,69.8597
213,21,0.0,1.45,1585.9679794309127,Kutch,23.7337,69.8597
214,22,0.0,1.45,991.6353062425894,Kutch,23.7337,69.8597
215,23,0.0,1.45,1599.3315406394065,Kutch,23.7337,69.8597
216,0,0.0,1.45,1772.3667426638822,Kutch,23.7337,69.8597
217,1,0.0,1.45,1603.5317156957367,Kutch,23.7337,69.8597
218,2,0.0,1.45,896.0993389257379,Kutch,23.7337,69.8597
219,3,0.0,1.45,489.6868407836008,Kutch,23.7337,69.8597
220,4,0.0,1.45,348.89449424353666,Kutch,23.7337,69.8597
221,5,0.0,1.45,177.42423120454126,Kutch,23.7337,69.8597
222,6,0.0,1.45,445.16094558338455,Kutch,23.7337,69.8597
223,7,136.46280991735537,1.45,246.98521357678453,Kutch,23.7337,69.8597
224,8,441.1157024793389,1.45,274.05860508301714,Kutch,23.7337,69.8597
225,9,780.9710743801653,1.45,49.36833292012891,Kutch,23.7337,69.8597
226,10,970.0206611570248,1.45,429.1780044986863,Kutch,23.7337,69.8597
227,11,896.5289256198347,1.45,514.45852951325,Kutch,23.7337,69.8597
228,12,1017.3347107438016,1.45,473.8380562510652,Kutch,23.7337,69.8597
229,13,848.2851239669421,1.45,413.01515227435976,Kutch,23.7337,69.8597
230,14,759.4214876033058,1.45,922.8467103674548,Kutch,23.7337,69.8597
231,15,575.4132231404959,1.45,712.8176383824415,Kutch,23.7337,69.8597
232,16,324.400826446281,1.45,555.0301771987115,Kutch,23.7337,69.8597
233,17,102.85537190082644,1.45,568.8600629975954,Kutch,23.7337,69.8597
234,18,0.0,1.45,722.36814663888,Kutch,23.7337,69.8597
235,19,0.0,1.45,513.6256406458753,Kutch,23.7337,69.8597
236,20,0.0,1.45,862.5162023904704,Kutch,23.7337,69.8597
237,21,0.0,1.45,1562.6844854808417,Kutch,23.7337,69.8597
238,22,0.0,1.45,1790.6654199803456,Kutch,23.7337,69.8597
239,23,0.0,1.45,1250.261116216352,Kutch,23.7337,69.8597
240,0,0.0,1.45,700.7904376662941,Kutch,23.7337,69.8597
241,1,0.0,1.45,491.1469513666672,Kutch,23.7337,69.8597
242,2,0.0,1.45,735.6609776725097,Kutch,23.7337,69.8597
243,3,0.0,1.45,543.6628521830582,Kutch,23.7337,69.8597
244,4,0.0,1.45,251.2396329678598,Kutch,23.7337,69.8597
245,5,0.0,1.45,123.75969822162617,Kutch,23.7337,69.8597
246,6,0.0,1.45,348.664770767862,Kutch,23.7337,69.8597
247,7,146.52892561983472,1.45,0.0,Kutch,23.7337,69.8597
248,8,504.85537190082647,1.45,5.976655486501306,Kutch,23.7337,69.8597
249,9,810.5371900826447,1.45,50.19464625638814,Kutch,23.7337,69.8597
250,10,1009.6694214876034,1.45,0.0,Kutch,23.7337,69.8597
251,11,1089.9586776859503,1.45,426.4273895793533,Kutch,23.7337,69.8597
252,12,1081.9421487603306,1.45,527.2136254767447,Kutch,23.7337,69.8597
253,13,1076.6735537190084,1.45,442.94699364323856,Kutch,23.7337,69.8597
254,14,959.1735537190084,1.45,625.6473917263628,Kutch,23.7337,69.8597
255,15,745.3099173553719,1.45,294.19817586635344,Kutch,23.7337,69.8597
256,16,447.8305785123967,1.45,830.3867357990669,Kutch,23.7337,69.8597
257,17,114.91322314049587,1.45,1074.0682839084693,Kutch,23.7337,69.8597
258,18,0.0,1.45,1434.120863778362,Kutch,23.7337,69.8597
259,19,0.0,1.45,2503.4433954441483,Kutch,23.7337,69.8597
260,20,0.0,1.45,2543.9128433709,Kutch,23.7337,69.8597
261,21,0.0,1.45,1537.9515970610269,Kutch,23.7337,69.8597
262,22,0.0,1.45,1174.8960554738896,Kutch,23.7337,69.8597
263,23,0.0,1.45,1075.4802796952736,Kutch,23.7337,69.8597
264,0,0.0,1.45,1329.6227848307851,Kutch,23.7337,69.8597
265,1,0.0,1.45,604.9360157228436,Kutch,23.7337,69.8597
266,2,0.0,1.45,0.0,Kutch,23.7337,69.8597
267,3,0.0,1.45,0.0,Kutch,23.7337,69.8597
268,4,0.0,1.45,0.0,Kutch,23.7337,69.8597
269,5,0.0,1.45,0.0,Kutch,23.7337,69.8597
270,6,0.0,1.45,305.4273962433926,Kutch,23.7337,69.8597
271,7,142.40495867768595,1.45,453.802382266624,Kutch,23.7337,69.8597
272,8,492.35537190082647,1.45,261.6010274221159,Kutch,23.7337,69.8597
273,9,794.0702479338843,1.45,262.0809391253355,Kutch,23.7337,69.8597
274,10,998.5537190082644,1.45,196.53370209304143,Kutch,23.7337,69.8597
275,11,1108.9669421487604,1.45,516.8370467394501,Kutch,23.7337,69.8597
276,12,1101.4669421487604,1.45,482.2777705717154,Kutch,23.7337,69.8597
277,13,1096.5082644628098,1.45,518.5221563838008,Kutch,23.7337,69.8597
278,14,993.0991735537192,1.45,444.9623851871542,Kutch,23.7337,69.8597
279,15,789.504132231405,1.45,430.969186648568,Kutch,23.7337,69.8597
280,16,487.5619834710744,1.45,636.2575634387545,Kutch,23.7337,69.8597
281,17,129.81404958677686,1.45,708.3779620852283,Kutch,23.7337,69.8597
282,18,0.0,1.45,633.6136366816348,Kutch,23.7337,69.8597
283,19,0.0,1.45,973.4229863790628,Kutch,23.7337,69.8597
284,20,0.0,1.45,1902.491711330081,Kutch,23.7337,69.8597
285,21,0.0,1.45,2262.789258011369,Kutch,23.7337,69.8597
286,22,0.0,1.45,1986.7053389851208,Kutch,23.7337,69.8597
287,23,0.0,1.45,1420.7566839655478,Kutch,23.7337,69.8597
288,0,0.0,1.45,1494.511904900953,Kutch,23.7337,69.8597
289,1,0.0,1.45,1942.50944580873,Kutch,23.7337,69.8597
290,2,0.0,1.45,1217.849407431814,Kutch,23.7337,69.8597
291,3,0.0,1.45,1145.7429151423637,Kutch,23.7337,69.8597
292,4,0.0,1.45,1178.831547766951,Kutch,23.7337,69.8597
293,5,0.0,1.45,496.4575673916135,Kutch,23.7337,69.8597
294,6,0.0,1.45,726.2668727921535,Kutch,23.7337,69.8597
295,7,142.3305785123967,1.45,585.8325425284719,Kutch,23.7337,69.8597
296,8,500.9710743801653,1.45,402.91108327868153,Kutch,23.7337,69.8597
297,9,809.8966942148761,1.45,399.832457190278,Kutch,23.7337,69.8597
298,10,1020.8264462809916,1.45,252.289894107762,Kutch,23.7337,69.8597
299,11,1096.5495867768595,1.45,467.2116754307182,Kutch,23.7337,69.8597
300,12,1087.7685950413224,1.45,1136.4489008607593,Kutch,23.7337,69.8597
301,13,1081.8801652892562,1.45,985.6304359142606,Kutch,23.7337,69.8597
302,14,1000.0,1.45,1083.554113291218,Kutch,23.7337,69.8597
303,15,774.1322314049587,1.45,1174.320243863973,Kutch,23.7337,69.8597
304,16,472.7479338842976,1.45,749.2696379863934,Kutch,23.7337,69.8597
305,17,124.68388429752066,1.45,819.3461226935626,Kutch,23.7337,69.8597
306,18,0.0,1.45,854.0064742209736,Kutch,23.7337,69.8597
307,19,0.0,1.45,547.8642263785339,Kutch,23.7337,69.8597
308,20,0.0,1.45,561.2442155235436,Kutch,23.7337,69.8597
309,21,0.0,1.45,682.6839771291162,Kutch,23.7337,69.8597
310,22,0.0,1.45,1329.292275813207,Kutch,23.7337,69.8597
311,23,0.0,1.45,1729.346127403136,Kutch,23.7337,69.8597
312,0,0.0,1.45,2088.302057653591,Kutch,23.7337,69.8597
313,1,0.0,1.45,2311.232170858132,Kutch,23.7337,69.8597
314,2,0.0,1.45,1185.501978490704,Kutch,23.7337,69.8597
315,3,0.0,1.45,869.4660654088916,Kutch,23.7337,69.8597
316,4,0.0,1.45,1063.3724819104714,Kutch,23.7337,69.8597
317,5,0.0,1.45,1631.602580589985,Kutch,23.7337,69.8597
318,6,0.0,1.45,1612.1737928657626,Kutch,23.7337,69.8597
319,7,137.05785123966945,1.45,1004.0520764519514,Kutch,23.7337,69.8597
320,8,477.7479338842976,1.45,75.06125527768691,Kutch,23.7337,69.8597
321,9,724.3388429752066,1.45,382.3766645816573,Kutch,23.7337,69.8597
322,10,886.6735537190083,1.45,393.9420854657608,Kutch,23.7337,69.8597
323,11,997.5826446280992,1.45,702.6572753943805,Kutch,23.7337,69.8597
324,12,1052.5,1.45,919.5651910046976,Kutch,23.7337,69.8597
325,13,986.4876033057852,1.45,808.1631489097515,Kutch,23.7337,69.8597
326,14,851.2809917355372,1.45,147.4171338372798,Kutch,23.7337,69.8597
327,15,722.9958677685951,1.45,291.07434450032963,Kutch,23.7337,69.8597
328,16,451.3842975206612,1.45,236.53743004493208,Kutch,23.7337,69.8597
329,17,128.12603305785126,1.45,833.6886905871927,Kutch,23.7337,69.8597
330,18,0.0,1.45,1630.9334198294848,Kutch,23.7337,69.8597
331,19,0.0,1.45,1353.5532241422568,Kutch,23.7337,69.8597
332,20,0.0,1.45,1704.0348284558827,Kutch,23.7337,69.8597
333,21,0.0,1.45,2109.177856956936,Kutch,23.7337,69.8597
334,22,0.0,1.45,1744.705097617284,Kutch,23.7337,69.8597
335,23,0.0,1.45,768.328567073358,Kutch,23.7337,69.8597
336,0,0.0,1.45,327.7115576951273,Kutch,23.7337,69.8597
337,1,0.0,1.45,385.92069884476246,Kutch,23.7337,69.8597
338,2,0.0,1.45,752.6753533825425,Kutch,23.7337,69.8597
339,3,0.0,1.45,1350.5142811563178,Kutch,23.7337,69.8597
340,4,0.0,1.45,216.6383018481914,Kutch,23.7337,69.8597
341,5,0.0,1.45,225.3053587023332,Kutch,23.7337,69.8597
342,6,0.0,1.45,90.99414666653196,Kutch,23.7337,69.8597
343,7,131.52066115702482,1.45,204.7743665096973,Kutch,23.7337,69.8597
344,8,219.21487603305783,1.45,347.02279031467145,Kutch,23.7337,69.8597
345,9,175.7396694214876,1.45,442.30313730664426,Kutch,23.7337,69.8597
346,10,332.5619834710744,1.45,481.2826789252416,Kutch,23.7337,69.8597
347,11,678.8223140495868,1.45,525.5304672187744,Kutch,23.7337,69.8597
348,12,1003.2438016528926,1.45,305.02320956273286,Kutch,23.7337,69.8597
349,13,1013.3471074380166,1.45,1203.4700773452334,Kutch,23.7337,69.8597
350,14,796.404958677686,1.45,751.9102734807575,Kutch,23.7337,69.8597
351,15,785.5371900826447,1.45,826.6182365467326,Kutch,23.7337,69.8597
352,16,564.0495867768595,1.45,683.5648312126095,Kutch,23.7337,69.8597
353,17,177.9214876033058,1.45,400.0593270525146,Kutch,23.7337,69.8597
354,18,0.0,1.45,66.63295581046852,Kutch,23.7337,69.8597
355,19,0.0,1.45,0.0,Kutch,23.7337,69.8597
356,20,0.0,1.45,306.8318661605749,Kutch,23.7337,69.8597
357,21,0.0,1.45,1208.2329814943248,Kutch,23.7337,69.8597
358,22,0.0,1.45,1419.6210951475643,Kutch,23.7337,69.8597
359,23,0.0,1.45,1340.960111433763,Kutch,23.7337,69.8597
360,0,0.0,1.45,1846.5245340749905,Kutch,23.7337,69.8597
361,1,0.0,1.45,1887.3320185376203,Kutch,23.7337,69.8597
362,2,0.0,1.45,1524.2888765648393,Kutch,23.7337,69.8597
363,3,0.0,1.45,1260.5557380246296,Kutch,23.7337,69.8597
364,4,0.0,1.45,437.09280977188246,Kutch,23.7337,69.8597
365,5,0.0,1.45,0.0,Kutch,23.7337,69.8597
366,6,0.0,1.45,0.0,Kutch,23.7337,69.8597
367,7,114.3305785123967,1.45,0.0,Kutch,23.7337,69.8597
368,8,458.0578512396695,1.45,0.0,Kutch,23.7337,69.8597
369,9,767.6239669421487,1.45,56.51100639213193,Kutch,23.7337,69.8597
370,10,989.504132231405,1.45,690.7120506919582,Kutch,23.7337,69.8597
371,11,980.1859504132232,1.45,790.2181314604029,Kutch,23.7337,69.8597
372,12,966.0537190082644,1.45,810.1166109769224,Kutch,23.7337,69.8597
373,13,963.6157024793388,1.45,659.244793780862,Kutch,23.7337,69.8597
374,14,825.2892561983472,1.45,625.0588959301136,Kutch,23.7337,69.8597
375,15,521.9214876033058,1.45,561.8213430290509,Kutch,23.7337,69.8597
376,16,320.0619834710744,1.45,676.8150427271617,Kutch,23.7337,69.8597
377,17,85.44628099173555,1.45,1807.3744992203256,Kutch,23.7337,69.8597
378,18,0.0,1.45,1014.2314132865248,Kutch,23.7337,69.8597
379,19,0.0,1.45,1330.3789274938597,Kutch,23.7337,69.8597
